county,candidate,votes
MILWAUKEE,BARACK OBAMA/JOE BIDEN,332438
MILWAUKEE,VIRGIL GOODE/JIM CLYMER,594
MILWAUKEE,GARY JOHNSON/JAMES P. GRAY,2623
MILWAUKEE,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",98
MILWAUKEE,JERRY WHITE/PHYLLIS SCHERRER,78
MILWAUKEE,JILL STEIN/BEN MANSKI,1042
MILWAUKEE,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),2
MILWAUKEE,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),2
MILWAUKEE,SCATTERING,775
MONROE,MITT ROMNEY/PAUL RYAN,9675
MONROE,BARACK OBAMA/JOE BIDEN,9515
MONROE,VIRGIL GOODE/JIM CLYMER,47
MONROE,GARY JOHNSON/JAMES P. GRAY,132
MONROE,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",6
MONROE,JERRY WHITE/PHYLLIS SCHERRER,8
MONROE,JILL STEIN/BEN MANSKI,55
MONROE,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),1
MONROE,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),4
MONROE,SCATTERING,42
OCONTO,MITT ROMNEY/PAUL RYAN,10741
OCONTO,BARACK OBAMA/JOE BIDEN,8865
OCONTO,VIRGIL GOODE/JIM CLYMER,35
OCONTO,GARY JOHNSON/JAMES P. GRAY,138
OCONTO,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",6
OCONTO,JERRY WHITE/PHYLLIS SCHERRER,3
OCONTO,JILL STEIN/BEN MANSKI,43
OCONTO,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),1
OCONTO,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
OCONTO,SCATTERING,27
ONEIDA,MITT ROMNEY/PAUL RYAN,10917
ONEIDA,BARACK OBAMA/JOE BIDEN,10452
ONEIDA,VIRGIL GOODE/JIM CLYMER,51
